Date String (YYYY-MM-DD hh:mm:ss) UTC,Semicolon delimited list of cut sizes present,total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),total light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),backwards hemispheric light scattering coefficient at STP (Mm⁻¹),measurement cell temperature (°C),measurement cell temperature (°C),°C,measurement cell relative humidity (%),measurement cell relative humidity (%),humdified neph upstream RH (%),measurement cell pressure (hPa),measurement cell pressure (hPa)
DateTimeUTC,Size,BsB_S11,BsB_S12,BsG_S11,BsG_S12,BsR_S11,BsR_S12,BbsB_S11,BbsB_S12,BbsG_S11,BbsG_S12,BbsR_S11,BbsR_S12,T_S11,T_S12,T_V12,U_S11,U_S12,U_V12,P_S11,P_S12
2024-10-05 10:17:00,PM10,0033.82,0034.03,0023.52,0024.49,0015.05,0015.86,0005.09,0004.80,0004.67,0003.67,0003.36,0003.00,030.0,028.0,028.4,032.7,052.8,058.9,0899.3,0895.8
2024-10-05 10:18:00,PM10,0031.35,0032.73,0021.37,0022.57,0013.71,0014.42,0005.09,0005.07,0003.61,0003.81,0003.45,0002.83,030.0,028.0,028.4,032.7,056.0,062.8,0899.3,0895.8
2024-10-05 10:19:00,PM10,0034.20,0035.94,0024.08,0025.08,0014.94,0017.38,0004.57,0005.16,0004.41,0004.19,0003.39,0002.91,030.0,028.0,028.4,032.8,058.6,065.9,0899.3,0895.8
2024-10-05 10:20:00,PM10,0031.69,0034.15,0021.54,0024.12,0014.80,0016.30,0005.18,0004.94,0003.73,0003.71,0003.06,0003.22,030.0,028.0,028.4,032.9,062.0,070.1,0899.3,0895.8
2024-10-05 10:21:00,PM10,0025.91,0029.62,0017.58,0019.51,0011.92,0013.26,0004.66,0004.77,0003.99,0003.26,0002.95,0002.53,030.0,028.0,028.4,032.9,063.9,072.6,0899.3,0895.8
2024-10-05 10:22:00,PM10,0027.92,0030.12,0019.05,0020.00,0012.60,0012.39,0004.60,0004.70,0003.65,0003.17,0002.58,0002.48,030.0,028.0,028.4,032.9,064.9,073.9,0899.3,0895.8
2024-10-05 10:23:00,PM10,0026.68,0030.47,0018.56,0020.75,0011.40,0012.94,0004.35,0004.30,0003.53,0003.59,0003.25,0002.78,030.0,028.0,028.4,032.8,066.1,075.4,0899.3,0895.8
2024-10-05 10:24:00,PM10,0029.07,0033.48,0019.81,0023.86,0012.81,0015.73,0004.89,0004.96,0003.73,0003.25,0002.84,0003.36,030.0,028.0,028.4,032.8,067.6,077.2,0899.3,0895.8
2024-10-05 10:25:00,PM10,0029.35,0037.73,0021.33,0025.31,0013.59,0016.49,0005.13,0004.38,0004.36,0003.38,0002.95,0003.17,030.0,028.0,028.5,032.8,069.6,079.3,0899.3,0895.8
2024-10-05 10:26:00,PM10,0030.96,0036.90,0020.41,0025.59,0012.86,0016.91,0004.62,0004.91,0003.72,0003.34,0003.00,0002.87,030.0,028.0,028.5,032.9,071.6,081.6,0899.3,0895.9
2024-10-05 10:27:00,PM10,0027.43,0034.96,0019.64,0025.16,0013.02,0016.05,0004.74,0004.90,0003.74,0003.17,0002.84,0002.90,030.0,028.0,028.5,033.0,072.4,082.9,0899.3,0895.9
2024-10-05 10:28:00,PM10,0027.04,0034.08,0018.10,0022.58,0012.38,0014.65,0004.23,0004.55,0003.43,0003.80,0002.91,0003.07,030.0,028.0,028.6,033.1,073.4,083.8,0899.3,0895.9
2024-10-05 10:29:00,PM10,0027.72,0034.66,0018.60,0023.47,0012.26,0016.17,0004.74,0005.01,0003.40,0004.41,0002.67,0003.22,030.0,028.0,028.6,033.1,074.6,085.1,0899.4,0895.7
2024-10-05 10:30:00,PM1,,,,,,,,,,,,,,,,,,,,
2024-10-05 10:31:00,PM1,0027.94,0035.76,0018.76,0025.35,0012.13,0016.49,0005.09,0004.57,0003.27,0003.61,0002.40,0003.02,030.0,028.0,028.6,032.7,075.7,084.7,0892.0,0888.6
2024-10-05 10:32:00,PM1,0027.51,0035.57,0019.08,0024.05,0011.63,0015.61,0004.21,0004.88,0003.20,0004.11,0003.02,0003.27,030.0,028.0,028.6,032.6,076.5,085.3,0892.0,0888.6
2024-10-05 10:33:00,PM1,0029.75,0038.34,0020.01,0026.55,0013.18,0018.41,0004.55,0004.97,0003.65,0004.16,0003.02,0003.37,030.0,028.0,028.7,032.6,077.1,085.9,0892.0,0888.6
2024-10-05 10:34:00,PM1,0031.36,0039.81,0022.41,0027.52,0015.29,0017.92,0005.40,0005.11,0003.98,0003.73,0003.16,0002.91,030.0,028.0,028.7,032.7,072.4,080.4,0892.0,0888.6
2024-10-05 10:35:00,PM1,0030.36,0036.89,0021.58,0025.21,0013.24,0016.97,0004.87,0005.23,0003.94,0003.51,0003.18,0003.12,030.0,028.0,028.7,032.7,071.8,079.5,0892.0,0888.6
2024-10-05 10:36:00,PM1,0038.30,0047.05,0026.72,0033.06,0016.93,0021.94,0005.89,0006.10,0004.08,0004.38,0003.00,0004.04,030.0,028.0,028.7,032.8,071.9,079.3,0892.0,0888.6
2024-10-05 10:37:00,PM1,0044.12,0052.45,0031.65,0037.51,0020.46,0024.94,0006.25,0006.55,0004.89,0004.81,0004.53,0003.90,030.0,028.0,028.7,032.8,069.3,076.4,0892.0,0888.5
2024-10-05 10:38:00,PM1,0041.74,0046.59,0029.61,0034.07,0019.20,0021.47,0006.21,0006.41,0004.91,0004.78,0004.19,0004.09,030.0,028.0,028.7,032.7,067.9,074.6,0892.0,0888.5
2024-10-05 10:39:00,PM1,0040.03,0044.12,0027.33,0031.29,0016.82,0020.55,0005.69,0005.72,0004.81,0004.22,0003.17,0003.90,030.0,028.0,028.7,032.7,067.4,074.0,0892.0,0888.6
2024-10-05 10:40:00,PM1,0038.48,0042.93,0026.66,0030.66,0017.32,0020.14,0005.67,0005.93,0004.14,0004.20,0003.57,0003.60,030.0,028.1,028.7,032.6,066.5,072.9,0892.0,0888.6
2024-10-05 10:41:00,PM1,0033.36,0034.79,0022.57,0023.58,0014.26,0015.99,0005.29,0005.15,0004.36,0004.00,0003.20,0003.26,030.0,028.1,028.7,032.6,063.8,069.9,0892.0,0888.5
2024-10-05 10:42:00,PM1,0032.97,0035.35,0023.31,0024.80,0015.17,0014.68,0005.20,0005.16,0003.67,0003.82,0002.78,0003.05,030.0,028.1,028.7,032.6,061.0,066.8,0892.0,0888.5
2024-10-05 10:43:00,PM1,0029.56,0031.79,0020.48,0022.06,0012.92,0014.09,0004.63,0004.96,0003.54,0003.37,0002.88,0003.01,030.0,028.1,028.6,032.7,057.8,063.4,0892.0,0888.5
2024-10-05 10:44:00,PM1,0030.68,0032.62,0022.07,0022.23,0015.19,0014.12,0004.92,0004.94,0003.97,0003.91,0003.16,0003.42,030.0,028.1,028.5,032.7,055.3,061.0,0892.0,0888.5
2024-10-05 10:45:00,PM1,0032.76,0033.41,0022.44,0023.58,0014.06,0014.03,0005.36,0004.98,0004.08,0004.28,0003.13,0002.71,030.0,028.1,028.5,032.7,052.6,058.5,0892.0,0888.5
2024-10-05 10:46:00,PM1,0028.83,0029.71,0019.30,0019.30,0012.55,0012.85,0004.43,0004.34,0003.74,0003.79,0002.70,0002.68,030.0,028.1,028.4,032.6,050.4,056.3,0892.0,0888.5
2024-10-05 10:47:00,PM1,0025.39,0025.82,0018.14,0018.00,0011.34,0011.52,0004.27,0004.52,0002.93,0003.02,0002.66,0002.46,030.0,028.1,028.4,032.6,048.9,054.9,0891.9,0888.5
2024-10-05 10:48:00,PM1,0025.68,0025.43,0017.89,0017.01,0010.38,0010.82,0004.14,0004.47,0003.10,0002.82,0002.59,0002.55,030.0,028.1,028.4,032.5,047.6,053.6,0891.9,0888.5
2024-10-05 10:49:00,PM1,0022.07,0022.21,0015.35,0015.66,0009.08,0009.30,0004.11,0003.56,0002.96,0003.29,0002.53,0002.07,030.0,028.1,028.4,032.5,046.5,052.5,0891.9,0888.5
2024-10-05 10:50:00,PM1,0022.64,0022.90,0015.60,0015.12,0009.33,0009.62,0004.42,0003.33,0003.21,0002.36,0002.45,0002.17,030.0,028.1,028.4,032.5,045.8,051.7,0891.9,0888.5
2024-10-05 10:51:00,PM1,0026.82,0027.28,0019.00,0017.74,0012.00,0012.18,0004.59,0004.35,0003.73,0003.12,0002.87,0001.98,030.0,028.0,028.4,032.6,045.2,051.0,0891.9,0888.5
2024-10-05 10:52:00,PM1,0028.53,0028.82,0020.39,0019.28,0012.43,0011.82,0004.22,0003.55,0004.23,0003.19,0002.95,0002.83,030.0,028.0,028.3,032.7,044.7,050.3,0891.9,0888.5
2024-10-05 10:53:00,PM1,0025.89,0025.92,0017.68,0017.32,0010.75,0012.12,0004.07,0004.05,0003.42,0002.91,0002.76,0002.27,030.0,028.0,028.3,032.6,044.2,049.6,0891.9,0888.4
2024-10-05 10:54:00,PM1,0034.68,0034.50,0024.18,0023.02,0015.74,0015.67,0005.07,0005.45,0004.40,0004.20,0003.16,0002.82,030.0,028.0,028.4,032.6,043.8,049.1,0891.9,0888.4
2024-10-05 10:55:00,PM1,0027.04,0025.97,0017.76,0018.28,0011.22,0011.39,0004.58,0004.27,0003.76,0002.49,0002.94,0003.12,030.0,028.0,028.4,032.5,043.5,048.7,0891.9,0888.4
2024-10-05 10:56:00,PM1,0029.66,0029.22,0020.71,0019.82,0013.51,0012.58,0004.98,0004.18,0003.85,0003.57,0002.61,0002.58,030.0,028.0,028.4,032.5,043.2,048.3,0891.9,0888.4
2024-10-05 10:57:00,PM1,0033.05,0032.67,0023.57,0022.89,0014.34,0014.70,0005.29,0004.87,0004.79,0003.53,0002.91,0002.53,030.0,028.0,028.4,032.5,043.1,048.0,0891.9,0888.4
2024-10-05 10:58:00,PM1,0034.20,0034.12,0023.32,0024.22,0015.27,0014.56,0004.98,0004.74,0004.31,0003.58,0003.38,0002.99,030.0,028.0,028.5,032.6,043.0,047.8,0891.9,0888.4
2024-10-05 10:59:00,PM1,0031.77,0031.62,0021.54,0020.97,0013.70,0013.96,0004.68,0004.66,0003.90,0003.22,0003.67,0002.87,030.0,028.0,028.5,032.7,043.0,047.7,0891.9,0888.4
2024-10-05 11:00:00,PM10,,,,,,,,,,,,,,,,,,,,
2024-10-05 11:01:00,PM10,0041.37,0040.90,0029.58,0029.12,0019.37,0018.99,0005.58,0005.53,0004.91,0004.67,0003.89,0003.44,030.0,028.0,028.5,032.9,043.0,047.3,0899.3,0895.8
2024-10-05 11:02:00,PM10,0036.08,0036.57,0026.03,0024.71,0016.58,0016.90,0005.66,0005.06,0004.54,0003.91,0004.12,0003.26,029.9,028.0,028.6,032.9,042.8,047.0,0899.3,0895.8
2024-10-05 11:03:00,PM10,0047.13,0046.00,0033.37,0033.19,0021.66,0022.28,0006.37,0005.87,0005.07,0005.45,0004.05,0004.23,030.0,028.0,028.6,032.9,042.8,046.8,0899.3,0895.8
2024-10-05 11:04:00,PM10,0036.21,0035.95,0025.07,0023.75,0016.52,0016.55,0005.04,0005.85,0004.32,0003.76,0003.34,0003.05,030.0,028.0,028.7,032.9,042.7,046.7,0899.3,0895.8
2024-10-05 11:05:00,PM10,0035.27,0036.86,0025.39,0024.97,0016.74,0016.71,0005.09,0004.74,0004.28,0003.45,0003.24,0002.57,030.0,028.0,028.7,032.9,042.7,046.6,0899.3,0895.8
2024-10-05 11:06:00,PM10,0032.87,0032.71,0023.51,0022.37,0015.36,0015.05,0005.24,0005.49,0004.13,0003.61,0003.60,0002.47,029.9,028.0,028.7,032.9,042.8,046.5,0899.3,0895.8
2024-10-05 11:07:00,PM10,0031.08,0030.14,0020.70,0020.45,0013.98,0013.15,0005.13,0005.02,0003.30,0003.04,0003.09,0003.12,029.9,028.0,028.7,033.0,042.8,046.5,0899.3,0895.8
2024-10-05 11:08:00,PM10,0030.03,0030.38,0021.02,0020.17,0013.15,0012.52,0004.49,0004.65,0003.39,0003.30,0002.55,0002.51,029.9,028.0,028.7,033.1,042.8,046.4,0899.3,0895.8
2024-10-05 11:09:00,PM10,0026.26,0026.16,0017.95,0017.64,0011.40,0010.94,0004.47,0003.89,0003.50,0003.15,0002.73,0002.28,029.9,028.0,028.7,033.0,042.7,046.2,0899.4,0895.9
2024-10-05 11:10:00,PM10,0027.40,0026.78,0018.48,0017.71,0012.02,0012.00,0004.02,0004.21,0003.72,0003.04,0002.93,0002.52,029.9,028.0,028.8,033.0,042.6,046.0,0899.3,0895.9
2024-10-05 11:11:00,PM10,0025.76,0024.45,0017.50,0016.97,0011.57,0011.16,0003.89,0004.10,0003.58,0003.24,0002.76,0001.75,029.9,028.0,028.8,032.9,042.5,045.9,0899.3,0895.9
2024-10-05 11:12:00,PM10,0025.48,0026.20,0018.28,0017.54,0011.05,0010.71,0004.54,0003.86,0003.55,0003.25,0002.56,0002.53,030.0,028.0,028.8,032.9,042.5,046.0,0899.4,0895.9
2024-10-05 11:13:00,PM10,0029.95,0030.67,0020.93,0021.13,0014.20,0013.29,0004.32,0003.95,0004.20,0003.23,0003.07,0003.00,030.0,028.0,028.7,033.0,043.1,046.7,0899.3,0895.9
2024-10-05 11:14:00,PM10,0027.80,0026.76,0018.54,0018.14,0011.72,0012.03,0004.33,0003.88,0003.42,0003.29,0002.59,0002.61,030.0,028.1,028.7,033.0,044.5,048.4,0899.3,0895.9
2024-10-05 11:15:00,PM10,0024.90,0025.98,0017.30,0017.60,0010.80,0010.57,0004.14,0003.39,0003.15,0002.89,0002.55,0002.33,029.9,028.1,028.6,033.0,046.1,050.5,0899.3,0895.9
2024-10-05 11:16:00,PM10,0024.49,0026.01,0017.62,0017.23,0011.12,0011.29,0003.72,0003.65,0003.42,0002.76,0002.44,0002.67,030.0,028.1,028.6,032.9,051.5,056.6,0899.4,0895.9
2024-10-05 11:17:00,PM10,0027.61,0028.78,0019.23,0019.39,0012.24,0013.16,0004.68,0004.08,0003.57,0003.33,0002.58,0002.59,030.0,028.1,028.5,032.8,053.1,058.8,0899.4,0895.9
2024-10-05 11:18:00,PM10,0026.01,0028.49,0018.24,0018.71,0011.74,0012.12,0004.69,0004.44,0003.43,0003.15,0002.74,0002.32,030.0,028.1,028.5,032.7,056.5,062.8,0899.4,0895.9
2024-10-05 11:19:00,PM10,0028.54,0029.97,0019.80,0021.40,0012.73,0014.02,0004.83,0004.45,0003.80,0003.13,0003.28,0002.35,030.0,028.1,028.5,032.7,058.9,065.9,0899.4,0895.9
2024-10-05 11:20:00,PM10,0033.58,0037.10,0024.49,0025.63,0015.82,0017.12,0004.96,0005.36,0004.07,0004.25,0003.13,0002.80,030.0,028.1,028.5,032.8,062.2,070.3,0899.4,0895.9
2024-10-05 11:21:00,PM10,0034.99,0039.91,0024.19,0027.11,0015.44,0018.08,0005.45,0005.50,0004.42,0003.99,0003.49,0002.55,030.0,028.1,028.4,032.8,063.8,072.8,0899.4,0895.9
2024-10-05 11:22:00,PM10,0032.18,0035.90,0022.20,0024.84,0014.66,0016.74,0005.06,0005.17,0004.04,0004.41,0003.03,0002.98,030.0,028.0,028.4,032.9,064.6,073.9,0899.4,0895.9
2024-10-05 11:23:00,PM10,0030.53,0035.04,0022.17,0024.58,0014.30,0016.50,0004.58,0004.83,0003.76,0003.93,0003.12,0003.18,030.0,028.0,028.4,032.8,065.8,075.4,0899.4,0895.9
2024-10-05 11:24:00,PM10,0034.16,0040.06,0024.94,0028.58,0015.49,0019.05,0005.31,0004.51,0004.13,0003.86,0003.59,0002.79,030.0,028.0,028.4,032.8,067.2,077.2,0899.4,0895.9
2024-10-05 11:25:00,PM10,0037.30,0044.29,0026.43,0031.47,0017.42,0020.58,0005.38,0005.72,0004.12,0004.72,0003.34,0003.54,030.0,028.0,028.4,032.7,069.2,079.4,0899.4,0896.0
2024-10-05 11:26:00,PM10,0036.60,0045.13,0025.16,0032.66,0016.33,0020.86,0005.36,0005.43,0004.49,0004.37,0003.25,0003.15,030.0,028.0,028.4,032.6,070.8,081.3,0899.4,0896.0
2024-10-05 11:27:00,PM10,0037.38,0045.56,0025.95,0032.10,0017.09,0021.02,0004.99,0005.28,0004.74,0004.46,0003.65,0003.44,030.0,028.0,028.5,032.6,071.8,082.6,0899.5,0896.0
2024-10-05 11:28:00,PM10,0040.32,0051.03,0027.81,0035.90,0019.12,0026.06,0005.96,0006.26,0004.64,0005.01,0004.40,0004.24,029.9,028.0,028.5,032.7,072.5,083.4,0899.4,0896.0
2024-10-05 11:29:00,PM10,0037.95,0046.97,0026.79,0033.65,0017.16,0023.34,0005.67,0005.49,0004.46,0004.80,0004.48,0003.68,029.9,028.0,028.5,032.7,073.7,084.6,0899.4,0896.0
2024-10-05 11:30:00,PM1,,,,,,,,,,,,,,,,,,,,
2024-10-05 11:31:00,PM1,0031.11,0041.10,0022.23,0028.88,0013.85,0019.27,0005.13,0005.60,0003.36,0004.52,0002.79,0003.48,029.9,028.0,028.5,032.4,075.4,084.5,0892.1,0888.7
2024-10-05 11:32:00,PM1,0032.52,0043.41,0022.99,0030.69,0014.59,0019.65,0004.96,0005.48,0004.10,0004.45,0003.40,0003.23,029.9,028.0,028.5,032.3,074.7,084.1,0892.1,0888.7
2024-10-05 11:33:00,PM1,0032.03,0040.68,0022.26,0030.16,0014.85,0019.63,0005.09,0005.48,0003.73,0004.36,0003.47,0004.25,029.9,028.0,028.6,032.2,075.5,084.6,0892.1,0888.7
2024-10-05 11:34:00,PM1,0030.68,0039.56,0022.33,0027.82,0013.62,0018.38,0004.62,0005.11,0003.83,0004.17,0003.16,0003.15,029.9,028.0,028.6,032.1,073.4,082.1,0892.1,0888.7
2024-10-05 11:35:00,PM1,0028.75,0036.27,0020.52,0024.78,0012.78,0016.10,0004.23,0004.70,0003.47,0003.51,0002.57,0002.88,029.9,028.0,028.6,032.1,071.1,079.2,0892.1,0888.7
2024-10-05 11:36:00,PM1,0025.59,0032.76,0017.78,0022.32,0011.22,0014.30,0003.93,0004.62,0003.54,0002.67,0002.53,0003.07,029.9,028.0,028.7,032.2,069.7,077.5,0892.1,0888.7
2024-10-05 11:37:00,PM1,0029.39,0034.54,0019.64,0023.55,0012.69,0015.83,0004.65,0004.55,0003.71,0003.86,0002.75,0002.46,029.9,028.0,028.7,032.3,069.1,076.5,0892.1,0888.6
2024-10-05 11:38:00,PM1,0026.43,0030.02,0018.20,0020.79,0011.36,0013.23,0004.67,0004.59,0003.42,0003.48,0002.84,0002.85,029.9,028.1,028.7,032.3,068.7,076.1,0892.1,0888.7
2024-10-05 11:39:00,PM1,0029.37,0034.32,0021.10,0022.84,0013.56,0015.23,0004.68,0005.19,0003.57,0003.48,0003.05,0002.86,029.9,028.1,028.7,032.2,066.8,073.7,0892.1,0888.7
2024-10-05 11:40:00,PM1,0032.24,0035.05,0022.26,0023.67,0014.65,0016.32,0005.05,0004.96,0003.60,0003.77,0002.89,0003.22,029.9,028.1,028.7,032.2,065.5,072.0,0892.1,0888.7
2024-10-05 11:41:00,PM1,0033.83,0036.40,0024.01,0025.03,0015.97,0016.62,0005.01,0005.17,0004.35,0004.22,0002.89,0003.47,029.9,028.1,028.8,032.2,064.8,070.8,0892.1,0888.7
2024-10-05 11:42:00,PM1,0035.30,0038.86,0025.42,0026.76,0016.12,0018.02,0005.13,0005.37,0004.29,0003.79,0003.66,0003.50,029.9,028.1,028.8,032.1,061.4,066.8,0892.1,0888.7
2024-10-05 11:43:00,PM1,0034.88,0036.61,0024.53,0025.81,0015.83,0017.22,0004.80,0004.97,0004.39,0003.75,0003.81,0003.02,029.9,028.1,028.8,032.2,058.3,063.4,0892.1,0888.7
2024-10-05 11:44:00,PM1,0033.14,0035.95,0023.66,0023.44,0015.06,0014.80,0005.18,0004.83,0004.36,0003.43,0003.26,0003.45,029.9,028.1,028.7,032.2,055.8,060.7,0892.1,0888.7
2024-10-05 11:45:00,PM1,0035.55,0036.41,0025.21,0024.83,0015.99,0016.32,0005.54,0005.15,0004.16,0003.67,0003.34,0002.77,030.0,028.1,028.7,032.3,053.1,058.0,0892.1,0888.7
2024-10-05 11:46:00,PM1,0036.83,0037.34,0025.67,0026.11,0015.88,0016.99,0005.73,0004.92,0004.44,0004.35,0003.34,0002.69,030.0,028.1,028.6,032.3,050.8,055.5,0892.1,0888.7
2024-10-05 11:47:00,PM1,0038.75,0039.80,0027.55,0028.05,0018.96,0018.66,0005.85,0004.93,0004.18,0003.82,0004.08,0003.40,030.0,028.1,028.6,032.2,050.1,055.0,0892.1,0888.7
2024-10-05 11:48:00,PM1,0036.21,0037.32,0025.26,0025.52,0016.41,0016.93,0005.24,0004.92,0004.28,0004.02,0002.90,0003.11,030.0,028.1,028.5,032.1,048.6,053.8,0892.1,0888.7
2024-10-05 11:49:00,PM1,0036.55,0036.21,0025.42,0025.00,0016.74,0017.16,0005.60,0004.80,0003.72,0004.08,0003.33,0003.09,030.0,028.1,028.5,032.1,047.2,052.5,0892.2,0888.7
2024-10-05 11:50:00,PM1,0040.35,0039.61,0028.11,0029.22,0018.51,0018.25,0005.95,0005.65,0004.65,0004.44,0003.33,0003.53,030.0,028.1,028.4,032.0,046.0,051.5,0892.1,0888.7
2024-10-05 11:51:00,PM1,0038.23,0037.68,0026.40,0025.84,0017.01,0016.90,0005.43,0005.31,0004.45,0004.03,0004.00,0003.21,030.0,028.1,028.4,032.1,045.2,050.8,0892.1,0888.7
2024-10-05 11:52:00,PM1,0040.73,0040.81,0028.75,0029.13,0019.77,0018.86,0005.95,0005.49,0004.88,0004.64,0003.81,0003.51,030.0,028.1,028.4,032.1,044.6,050.2,0892.1,0888.7
2024-10-05 11:53:00,PM1,0038.36,0038.13,0026.32,0026.37,0017.45,0016.78,0005.63,0005.12,0004.54,0004.60,0003.33,0002.97,030.0,028.1,028.3,032.2,044.2,049.8,0892.1,0888.7
2024-10-05 11:54:00,PM1,0037.67,0036.39,0025.25,0026.41,0016.90,0016.82,0005.56,0005.53,0004.81,0004.18,0003.44,0003.37,030.0,028.1,028.3,032.2,043.7,049.3,0892.1,0888.7
2024-10-05 11:55:00,PM1,0037.44,0037.78,0027.05,0026.19,0017.78,0017.39,0005.80,0005.99,0004.74,0004.38,0003.31,0003.65,030.0,028.1,028.3,032.2,043.3,048.7,0892.1,0888.7
2024-10-05 11:56:00,PM1,0038.41,0037.66,0027.23,0026.76,0018.73,0017.39,0005.83,0005.48,0004.26,0004.06,0003.47,0003.18,030.0,028.1,028.3,032.1,042.9,048.3,0892.1,0888.7
2024-10-05 11:57:00,PM1,0036.92,0037.07,0025.88,0026.02,0017.57,0016.46,0005.66,0005.55,0004.50,0003.85,0003.59,0003.54,030.0,028.1,028.3,032.1,042.7,048.0,0892.1,0888.7
2024-10-05 11:58:00,PM1,0035.51,0035.21,0025.58,0024.80,0016.12,0016.53,0005.68,0005.11,0004.23,0004.14,0003.30,0003.26,030.0,028.1,028.4,032.1,042.6,047.7,0892.1,0888.6
2024-10-05 11:59:00,PM1,0030.62,0029.96,0021.80,0020.87,0013.60,0012.68,0004.58,0004.01,0003.86,0003.88,0002.95,0002.63,029.9,028.1,028.4,032.2,042.5,047.5,0892.1,0888.6
2024-10-05 12:00:00,PM10,,,,,,,,,,,,,,,,,,,,
2024-10-05 12:01:00,PM10,,,,,,,,,,,,,030.0,028.2,028.2,036.2,047.1,048.2,0903.2,0898.7
2024-10-05 12:02:00,PM10,,,,,,,,,,,,,030.0,028.3,028.2,038.1,046.2,048.0,0903.2,0898.7
2024-10-05 12:03:00,PM10,,,,,,,,,,,,,030.0,028.3,028.2,039.1,045.8,047.8,0903.2,0898.7
2024-10-05 12:04:00,PM10,,,,,,,,,,,,,030.0,028.3,028.2,039.6,045.6,047.7,0903.2,0898.7
2024-10-05 12:05:00,PM10,,,,,,,,,,,,,030.0,028.3,028.3,039.9,045.4,047.6,0903.2,0898.7
2024-10-05 12:06:00,PM10,,,,,,,,,,,,,030.0,028.3,028.3,040.2,045.3,047.6,0903.2,0898.7
2024-10-05 12:07:00,PM10,,,,,,,,,,,,,030.0,028.3,028.3,040.4,045.2,047.5,0903.2,0898.7
2024-10-05 12:08:00,PM10,,,,,,,,,,,,,030.0,028.3,028.3,040.5,045.1,047.6,0903.2,0898.7
2024-10-05 12:09:00,PM10,,,,,,,,,,,,,030.0,028.3,028.4,037.8,043.1,048.0,0900.5,0896.2
2024-10-05 12:10:00,PM10,0038.74,0038.15,0028.17,0026.40,0017.24,0017.35,0005.05,0005.52,0004.46,0004.72,0003.20,0003.50,030.0,028.2,028.5,034.2,042.3,046.9,0899.6,0896.1
2024-10-05 12:11:00,PM10,0037.07,0036.04,0026.60,0025.56,0016.92,0016.75,0005.23,0005.53,0004.16,0004.77,0003.52,0003.38,030.0,028.2,028.6,033.5,042.2,046.7,0899.6,0896.1
2024-10-05 12:12:00,PM10,0041.59,0040.95,0031.28,0028.87,0020.19,0019.50,0005.62,0005.57,0004.73,0004.32,0003.70,0003.63,030.0,028.2,028.6,033.2,042.2,046.4,0899.6,0896.2
2024-10-05 12:13:00,PM10,0043.62,0043.17,0032.13,0030.77,0021.64,0021.31,0005.23,0005.74,0005.30,0004.46,0003.94,0004.32,030.0,028.2,028.6,033.1,042.6,046.8,0899.6,0896.2
2024-10-05 12:14:00,PM10,0043.58,0042.84,0032.87,0030.37,0022.02,0019.67,0005.55,0006.26,0004.60,0004.80,0003.87,0004.45,030.0,028.2,028.6,033.0,044.1,048.5,0899.6,0896.2
2024-10-05 12:15:00,PM10,0039.75,0039.68,0028.63,0027.99,0018.54,0018.55,0005.64,0005.69,0004.69,0005.14,0003.88,0003.78,030.0,028.2,028.6,033.0,045.9,050.6,0899.6,0896.2
2024-10-05 12:16:00,PM10,0035.26,0035.79,0025.02,0025.17,0016.84,0017.07,0005.54,0005.35,0004.16,0004.22,0003.43,0003.11,030.0,028.2,028.6,033.0,051.3,056.6,0899.6,0896.2
2024-10-05 12:17:00,PM10,0037.27,0037.70,0025.69,0026.75,0017.00,0017.09,0005.52,0005.70,0004.67,0004.27,0003.06,0003.89,030.0,028.2,028.6,033.0,052.9,058.7,0899.6,0896.2
2024-10-05 12:18:00,PM10,0033.21,0035.32,0024.84,0024.22,0016.66,0016.67,0004.63,0004.70,0003.70,0003.87,0002.92,0003.12,030.1,028.2,028.5,032.9,056.3,062.7,0899.6,0896.2
2024-10-05 12:19:00,PM10,0032.48,0034.83,0023.16,0024.02,0015.09,0015.64,0004.48,0004.75,0003.75,0004.26,0002.89,0002.78,030.1,028.2,028.5,032.8,058.9,065.9,0899.6,0896.2
2024-10-05 12:20:00,PM10,0030.91,0033.62,0021.24,0023.35,0014.03,0016.64,0004.78,0004.78,0003.21,0003.37,0002.82,0002.72,030.1,028.2,028.5,032.7,062.0,070.1,0899.6,0896.1
2024-10-05 12:21:00,PM10,0025.94,0028.11,0018.42,0021.30,0011.12,0012.65,0003.88,0004.02,0003.49,0003.84,0002.23,0002.57,030.1,028.2,028.4,032.7,063.6,072.8,0899.6,0896.1
2024-10-05 12:22:00,PM10,0026.28,0029.00,0017.64,0020.43,0012.06,0013.24,0004.12,0004.66,0002.95,0003.48,0002.45,0002.73,030.1,028.2,028.4,032.8,064.2,073.8,0899.6,0896.1
2024-10-05 12:23:00,PM10,0024.68,0027.22,0016.58,0018.51,0011.04,0011.41,0003.89,0004.37,0003.10,0003.25,0002.32,0002.68,030.1,028.2,028.4,032.8,065.3,075.4,0899.6,0896.1
